file_id,file_name,performer,instrument,emotion,emotional_intensity,recording_date
264,264_relaxed_n1_i1_electric-guitar_TomCost_20221001,TomCost,electric-guitar,relaxed,1,20221001
265,265_relaxed_n2_i1_electric-guitar_TomCost_20221001,TomCost,electric-guitar,relaxed,1,20221001
266,266_relaxed_n3_i3_electric-guitar_TomCost_20221001,TomCost,electric-guitar,relaxed,3,20221001
267,267_sad_n1_i2_electric-guitar_TomCost_20221001,TomCost,electric-guitar,sad,2,20221001
268,268_sad_n2_i3_electric-guitar_TomCost_20221001,TomCost,electric-guitar,sad,3,20221001
269,269_sad_n3_i1_electric-guitar_TomCost_20221001,TomCost,electric-guitar,sad,1,20221001
270,270_aggressive_n1_i1_electric-guitar_SalGiu_20221009,SalGiu,electric-guitar,aggressive,1,20221009
271,271_aggressive_n2_i3_electric-guitar_SalGiu_20221009,SalGiu,electric-guitar,aggressive,3,20221009
272,272_aggressive_n3_i1_electric-guitar_SalGiu_20221009,SalGiu,electric-guitar,aggressive,1,20221009
273,273_happy_n1_i1_electric-guitar_SalGiu_20221009,SalGiu,electric-guitar,happy,1,20221009
274,274_happy_n2_i3_electric-guitar_SalGiu_20221009,SalGiu,electric-guitar,happy,3,20221009
275,275_happy_n3_i2_electric-guitar_SalGiu_20221009,SalGiu,electric-guitar,happy,2,20221009
276,276_relaxed_n1_i1_electric-guitar_SalGiu_20221009,SalGiu,electric-guitar,relaxed,1,20221009
277,277_relaxed_n2_i3_electric-guitar_SalGiu_20221009,SalGiu,electric-guitar,relaxed,3,20221009
278,278_relaxed_n3_i2_electric-guitar_SalGiu_20221009,SalGiu,electric-guitar,relaxed,2,20221009
279,279_sad_n1_i1_electric-guitar_SalGiu_20221009,SalGiu,electric-guitar,sad,1,20221009
280,280_sad_n2_i2_electric-guitar_SalGiu_20221009,SalGiu,electric-guitar,sad,2,20221009
281,281_sad_n3_i3_electric-guitar_SalGiu_20221009,SalGiu,electric-guitar,sad,3,20221009
282,282_aggressive_n1_i1_electric-guitar_MicRos_20221102,MicRos,electric-guitar,aggressive,1,20221102
283,283_aggressive_n2_i2_electric-guitar_MicRos_20221102,MicRos,electric-guitar,aggressive,2,20221102
284,284_aggressive_n3_i3_electric-guitar_MicRos_20221102,MicRos,electric-guitar,aggressive,3,20221102
285,285_happy_n1_i2_electric-guitar_MicRos_20221102,MicRos,electric-guitar,happy,2,20221102
286,286_happy_n2_i2_electric-guitar_MicRos_20221102,MicRos,electric-guitar,happy,2,20221102
287,287_happy_n3_i1_electric-guitar_MicRos_20221102,MicRos,electric-guitar,happy,1,20221102
288,288_relaxed_n1_i1_electric-guitar_MicRos_20221102,MicRos,electric-guitar,relaxed,1,20221102
289,289_relaxed_n2_i2_electric-guitar_MicRos_20221102,MicRos,electric-guitar,relaxed,2,20221102
290,290_relaxed_n3_i3_electric-guitar_MicRos_20221102,MicRos,electric-guitar,relaxed,3,20221102
291,291_sad_n1_i1_electric-guitar_MicRos_20221102,MicRos,electric-guitar,sad,1,20221102
292,292_sad_n2_i2_electric-guitar_MicRos_20221102,MicRos,electric-guitar,sad,2,20221102
293,293_sad_n3_i3_electric-guitar_MicRos_20221102,MicRos,electric-guitar,sad,3,20221102
294,294_aggressive_n1_i2_electric-guitar_SimLuc_20221105,SimLuc,electric-guitar,aggressive,2,20221105
295,295_aggressive_n2_i3_electric-guitar_SimLuc_20221105,SimLuc,electric-guitar,aggressive,3,20221105
296,296_aggressive_n3_i3_electric-guitar_SimLuc_20221105,SimLuc,electric-guitar,aggressive,3,20221105
297,297_happy_n1_i2_electric-guitar_SimLuc_20221105,SimLuc,electric-guitar,happy,2,20221105
298,298_happy_n2_i2_electric-guitar_SimLuc_20221105,SimLuc,electric-guitar,happy,2,20221105
299,299_happy_n3_i3_electric-guitar_SimLuc_20221105,SimLuc,electric-guitar,happy,3,20221105
300,300_relaxed_n1_i3_electric-guitar_SimLuc_20221105,SimLuc,electric-guitar,relaxed,3,20221105
301,301_relaxed_n2_i2_electric-guitar_SimLuc_20221105,SimLuc,electric-guitar,relaxed,2,20221105
302,302_relaxed_n3_i3_electric-guitar_SimLuc_20221105,SimLuc,electric-guitar,relaxed,3,20221105
303,303_sad_n1_i2_electric-guitar_SimLuc_20221105,SimLuc,electric-guitar,sad,2,20221105
304,304_sad_n2_i1_electric-guitar_SimLuc_20221105,SimLuc,electric-guitar,sad,1,20221105
305,305_sad_n3_i2_electric-guitar_SimLuc_20221105,SimLuc,electric-guitar,sad,2,20221105
306,306_aggressive_n1_i1_electric-guitar_GiuMel_20221108,GiuMel,electric-guitar,aggressive,1,20221108
307,307_aggressive_n2_i2_electric-guitar_GiuMel_20221108,GiuMel,electric-guitar,aggressive,2,20221108
308,308_aggressive_n3_i3_electric-guitar_GiuMel_20221108,GiuMel,electric-guitar,aggressive,3,20221108
309,309_happy_n1_i1_electric-guitar_GiuMel_20221108,GiuMel,electric-guitar,happy,1,20221108
310,310_happy_n2_i2_electric-guitar_GiuMel_20221108,GiuMel,electric-guitar,happy,2,20221108
311,311_happy_n3_i3_electric-guitar_GiuMel_20221108,GiuMel,electric-guitar,happy,3,20221108
312,312_relaxed_n1_i1_electric-guitar_GiuMel_20221108,GiuMel,electric-guitar,relaxed,1,20221108
313,313_relaxed_n2_i2_electric-guitar_GiuMel_20221108,GiuMel,electric-guitar,relaxed,2,20221108
314,314_relaxed_n3_i3_electric-guitar_GiuMel_20221108,GiuMel,electric-guitar,relaxed,3,20221108
315,315_sad_n1_i1_electric-guitar_GiuMel_20221108,GiuMel,electric-guitar,sad,1,20221108
316,316_sad_n2_i2_electric-guitar_GiuMel_20221108,GiuMel,electric-guitar,sad,2,20221108
317,317_sad_n3_i3_electric-guitar_GiuMel_20221108,GiuMel,electric-guitar,sad,3,20221108
318,318_aggressive_n1_i1_electric-guitar_DieKod_20221205,DieKod,electric-guitar,aggressive,1,20221205
319,319_aggressive_n2_i2_electric-guitar_DieKod_20221205,DieKod,electric-guitar,aggressive,2,20221205
320,320_aggressive_n3_i3_electric-guitar_DieKod_20221205,DieKod,electric-guitar,aggressive,3,20221205
321,321_happy_n1_i1_electric-guitar_DieKod_20221205,DieKod,electric-guitar,happy,1,20221205
322,322_happy_n2_i2_electric-guitar_DieKod_20221205,DieKod,electric-guitar,happy,2,20221205
323,323_happy_n3_i3_electric-guitar_DieKod_20221205,DieKod,electric-guitar,happy,3,20221205
324,324_relaxed_n1_i1_electric-guitar_DieKod_20221205,DieKod,electric-guitar,relaxed,1,20221205
325,325_relaxed_n2_i2_electric-guitar_DieKod_20221205,DieKod,electric-guitar,relaxed,2,20221205
326,326_relaxed_n3_i3_electric-guitar_DieKod_20221205,DieKod,electric-guitar,relaxed,3,20221205
327,327_sad_n1_i1_electric-guitar_DieKod_20221205,DieKod,electric-guitar,sad,1,20221205
328,328_sad_n2_i2_electric-guitar_DieKod_20221205,DieKod,electric-guitar,sad,2,20221205
329,329_sad_n3_i3_electric-guitar_DieKod_20221205,DieKod,electric-guitar,sad,3,20221205
330,330_aggressive_n1_i1_electric-guitar_LucSca_20221213,LucSca,electric-guitar,aggressive,1,20221213
331,331_aggressive_n2_i2_electric-guitar_LucSca_20221213,LucSca,electric-guitar,aggressive,2,20221213
332,332_aggressive_n3_i3_electric-guitar_LucSca_20221213,LucSca,electric-guitar,aggressive,3,20221213
333,333_happy_n1_i1_electric-guitar_LucSca_20221213,LucSca,electric-guitar,happy,1,20221213
334,334_happy_n2_i2_electric-guitar_LucSca_20221213,LucSca,electric-guitar,happy,2,20221213
335,335_happy_n3_i3_electric-guitar_LucSca_20221213,LucSca,electric-guitar,happy,3,20221213
336,336_relaxed_n1_i1_electric-guitar_LucSca_20221213,LucSca,electric-guitar,relaxed,1,20221213
337,337_relaxed_n2_i2_electric-guitar_LucSca_20221213,LucSca,electric-guitar,relaxed,2,20221213
338,338_relaxed_n3_i3_electric-guitar_LucSca_20221213,LucSca,electric-guitar,relaxed,3,20221213
339,339_sad_n1_i1_electric-guitar_LucSca_20221213,LucSca,electric-guitar,sad,1,20221213
340,340_sad_n2_i2_electric-guitar_LucSca_20221213,LucSca,electric-guitar,sad,2,20221213
341,341_sad_n3_i3_electric-guitar_LucSca_20221213,LucSca,electric-guitar,sad,3,20221213
342,342_aggressive_n1_i1_electric-guitar_LucCol_20221213,LucCol,electric-guitar,aggressive,1,20221213
343,343_aggressive_n2_i2_electric-guitar_LucCol_20221213,LucCol,electric-guitar,aggressive,2,20221213
344,344_aggressive_n3_i3_electric-guitar_LucCol_20221213,LucCol,electric-guitar,aggressive,3,20221213
345,345_happy_n1_i1_electric-guitar_LucCol_20221213,LucCol,electric-guitar,happy,1,20221213
346,346_happy_n2_i2_electric-guitar_LucCol_20221213,LucCol,electric-guitar,happy,2,20221213
347,347_happy_n3_i3_electric-guitar_LucCol_20221213,LucCol,electric-guitar,happy,3,20221213
348,348_relaxed_n1_i1_electric-guitar_LucCol_20221213,LucCol,electric-guitar,relaxed,1,20221213
349,349_relaxed_n2_i2_electric-guitar_LucCol_20221213,LucCol,electric-guitar,relaxed,2,20221213
350,350_relaxed_n3_i3_electric-guitar_LucCol_20221213,LucCol,electric-guitar,relaxed,3,20221213
351,351_sad_n1_i1_electric-guitar_LucCol_20221213,LucCol,electric-guitar,sad,1,20221213
352,352_sad_n2_i2_electric-guitar_LucCol_20221213,LucCol,electric-guitar,sad,2,20221213
353,353_sad_n3_i3_electric-guitar_LucCol_20221213,LucCol,electric-guitar,sad,3,20221213
354,354_aggressive_n1_i1_electric-guitar_MarTed_20221222,MarTed,electric-guitar,aggressive,1,20221222
355,355_aggressive_n2_i2_electric-guitar_MarTed_20221222,MarTed,electric-guitar,aggressive,2,20221222
356,356_aggressive_n3_i3_electric-guitar_MarTed_20221222,MarTed,electric-guitar,aggressive,3,20221222
357,357_happy_n1_i1_electric-guitar_MarTed_20221222,MarTed,electric-guitar,happy,1,20221222
358,358_happy_n2_i2_electric-guitar_MarTed_20221222,MarTed,electric-guitar,happy,2,20221222
359,359_happy_n3_i3_electric-guitar_MarTed_20221222,MarTed,electric-guitar,happy,3,20221222
360,360_relaxed_n1_i1_electric-guitar_MarTed_20221222,MarTed,electric-guitar,relaxed,1,20221222
361,361_relaxed_n2_i2_electric-guitar_MarTed_20221222,MarTed,electric-guitar,relaxed,2,20221222
362,362_relaxed_n3_i3_electric-guitar_MarTed_20221222,MarTed,electric-guitar,relaxed,3,20221222
363,363_sad_n1_i1_electric-guitar_MarTed_20221222,MarTed,electric-guitar,sad,1,20221222
364,364_sad_n2_i2_electric-guitar_MarTed_20221222,MarTed,electric-guitar,sad,2,20221222
365,365_sad_n3_i3_electric-guitar_MarTed_20221222,MarTed,electric-guitar,sad,3,20221222
366,366_aggressive_n1_i2_electric-guitar_RicSer_20230224,RicSer,electric-guitar,aggressive,2,20220224
367,367_aggressive_n2_i3_electric-guitar_RicSer_20230224,RicSer,electric-guitar,aggressive,3,20220224
368,368_aggressive_n3_i1_electric-guitar_RicSer_20230224,RicSer,electric-guitar,aggressive,1,20220224
369,369_happy_n1_i3_electric-guitar_RicSer_20230224,RicSer,electric-guitar,happy,3,20220224
370,370_happy_n2_i2_electric-guitar_RicSer_20230224,RicSer,electric-guitar,happy,2,20220224
371,371_happy_n3_i1_electric-guitar_RicSer_20230224,RicSer,electric-guitar,happy,1,20220224
372,372_relaxed_n1_i2_electric-guitar_RicSer_20230224,RicSer,electric-guitar,relaxed,2,20220224
373,373_relaxed_n2_i1_electric-guitar_RicSer_20230224,RicSer,electric-guitar,relaxed,1,20220224
374,374_relaxed_n3_i3_electric-guitar_RicSer_20230224,RicSer,electric-guitar,relaxed,3,20220224
375,375_sad_n1_i2_electric-guitar_RicSer_20230224,RicSer,electric-guitar,sad,2,20220224
376,376_sad_n2_i3_electric-guitar_RicSer_20230224,RicSer,electric-guitar,sad,3,20220224
377,377_sad_n3_i1_electric-guitar_RicSer_20230224,RicSer,electric-guitar,sad,1,20220224
